Region;Scenario;Crop;Real;Year;Proj.Yd
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2001;580.111176232721
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2002;538.252594077047
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2003;571.096712092109
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2004;573.728603394678
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2005;540.972766533012
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2006;513.106367426173
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2007;542.76324731224
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2008;506.126824142178
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2009;507.010741085202
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2010;558.522726283877
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2011;572.419952294984
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2012;540.197939275237
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2013;548.830004528759
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2014;596.014076095854
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2015;596.80048018844
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2016;538.880595043743
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2017;556.927689188752
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2018;531.247640008742
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2019;557.012471571665
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2020;561.240548612051
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2021;572.786214237402
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2022;561.566863640116
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2023;519.927851022576
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2024;549.861336611062
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2025;551.581248988584
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2026;517.872810184928
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2027;535.843727986144
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2028;518.395005956506
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2029;541.95186573934
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2030;579.256997084521
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2031;541.244275796099
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2032;524.734405799004
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2033;522.64649488534
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2034;539.184918652164
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2035;527.447577205767
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2036;566.021360683989
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2037;561.387469096621
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2038;544.752540901528
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2039;603.886209986455
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2040;560.005575526939
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2041;591.269210774352
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2042;584.163067401592
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2043;519.931640654173
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2044;480.568777897174
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2045;572.1531939682
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2046;526.607511279465
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2047;522.917516770395
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2048;494.568843227449
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2049;552.20585804179
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2050;509.151686974525
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2051;494.588076900898
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2052;537.995855760148
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2053;549.873761218437
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2054;512.529934085592
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2055;515.398772189554
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2056;568.559338350012
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2057;483.872474304096
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2058;509.491367906703
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2059;557.937791508578
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2060;494.459141460737
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2061;552.077086314434
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2062;487.42288190277
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2063;524.686207162314
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2064;539.024182416147
RWL4:Rhine-Erft;CMIP6:SSP585;Potatoes;50;2065;518.722890770178
